
2022-06-14 14:43:51.503748;72.6574;0
2022-06-14 14:44:01.901335;72.8527;0
2022-06-14 14:44:01.961870;72.8527;0
2022-06-14 14:44:12.241273;72.8527;0
2022-06-14 14:44:12.288558;72.8527;0
2022-06-14 14:44:49.015882;72.8527;0
2022-06-14 14:44:49.069227;72.8527;0
2022-06-14 14:44:59.271709;71.5831;0
2022-06-14 14:44:59.322661;71.5831;0
2022-06-14 14:45:09.696931;72.8527;0
2022-06-14 14:45:09.742679;72.8527;0
2022-06-14 14:45:20.049501;72.8527;0
2022-06-14 14:45:20.160851;72.8527;0
2022-06-14 14:45:30.336926;36.0357;0
2022-06-14 14:45:30.337924;36.0357;1
2022-06-14 14:45:40.567873;31.7388;1
2022-06-14 14:45:40.621128;31.7388;1
2022-06-14 14:45:51.071795;31.1528;1
2022-06-14 14:45:51.128583;31.1528;1
2022-06-14 14:46:01.635704;31.0552;1
2022-06-14 14:46:01.698505;31.0552;1
2022-06-14 14:46:12.144648;38.2818;1
2022-06-14 14:46:12.209872;38.2818;1
2022-06-14 14:46:35.449340;29.1997;1
2022-06-14 14:46:35.535958;29.1997;1
2022-06-14 15:37:22.196775;30.2739;None
2022-06-14 15:37:33.714572;30.1762;None
2022-06-14 15:37:44.059148;29.9809;None
2022-06-14 15:37:54.543683;29.9809;None
2022-06-14 15:38:04.949500;31.0552;None
2022-06-14 15:38:05.002004;31.0552;1
2022-06-14 15:38:15.340043;31.5435;1
2022-06-14 15:38:15.402528;31.5435;1
2022-06-14 15:38:25.561159;32.2271;1
2022-06-14 15:38:25.623669;32.2271;1
2022-06-14 15:38:35.952323;32.2271;1
2022-06-14 15:38:36.030428;32.2271;1
2022-06-14 15:38:46.326530;72.755;1
2022-06-14 15:38:46.388982;72.755;0
2022-06-14 15:38:56.718367;72.6574;0
2022-06-14 15:38:56.765230;72.6574;0
2022-06-14 15:39:32.129975;72.8527;0
2022-06-14 15:39:42.536332;72.755;0
2022-06-14 15:39:53.017362;72.8527;0
2022-06-14 15:40:03.353787;72.8527;0
2022-06-14 15:40:13.757594;72.8527;0
2022-06-14 15:40:24.286747;72.8527;0
2022-06-14 15:40:34.499716;72.8527;0
2022-06-14 15:40:44.966688;72.8527;0
2022-06-14 15:40:55.255398;72.8527;0
2022-06-14 15:41:05.505610;72.8527;0
