
2022-06-14 12:08:00.646531;None;None
2022-06-14 12:08:10.908064;None;None
2022-06-14 12:08:21.541698;None;None
2022-06-14 12:14:11.043992;None;None
2022-06-14 12:14:21.480397;None;None
2022-06-14 12:14:31.976079;None;None
2022-06-14 12:14:42.235848;None;None
2022-06-14 12:14:52.655413;None;None
2022-06-14 12:15:03.002640;None;None
2022-06-14 12:15:13.247674;None;None
2022-06-14 12:15:23.762735;None;None
2022-06-14 12:15:23.828522;None;None
2022-06-14 12:15:33.990921;None;None
2022-06-14 12:15:34.047913;None;None
2022-06-14 12:15:44.508886;None;None
2022-06-14 12:15:44.661179;None;None
2022-06-14 12:15:54.964090;None;None
2022-06-14 12:15:55.022569;None;None
2022-06-14 12:16:05.191174;None;None
2022-06-14 12:16:05.246160;None;None
2022-06-14 12:16:25.687768;None;None
2022-06-14 12:16:25.746714;None;None
2022-06-14 12:32:00.936937;None;None
2022-06-14 12:32:11.192890;None;None
2022-06-14 12:32:21.406057;None;None
2022-06-14 12:32:38.779643;None;None
2022-06-14 12:32:49.260254;None;None
2022-06-14 12:32:59.654484;None;None
2022-06-14 12:33:09.880607;None;None
2022-06-14 12:33:20.231551;None;None
2022-06-14 12:33:30.730771;None;None
2022-06-14 12:33:41.006151;None;None
2022-06-14 12:33:51.333444;None;None
2022-06-14 12:34:01.660025;None;None
2022-06-14 12:34:11.962142;None;None
2022-06-14 12:34:22.333101;None;None
2022-06-14 12:34:32.758039;None;None
2022-06-14 12:34:43.158814;None;None
2022-06-14 12:34:53.586394;None;None
2022-06-14 12:35:03.984573;None;None
2022-06-14 12:36:18.063397;None;None
2022-06-14 12:36:28.463847;None;None
2022-06-14 12:36:38.871632;None;None
2022-06-14 12:36:49.268070;None;None
2022-06-14 12:36:59.692407;None;None
2022-06-14 12:38:10.721907;None;None
2022-06-14 12:38:21.147530;None;None
2022-06-14 12:38:31.445579;None;None
2022-06-14 12:38:41.847952;None;None
2022-06-14 12:38:53.371804;None;None
2022-06-14 12:39:03.824535;None;None
2022-06-14 12:39:14.276162;None;None
2022-06-14 12:39:24.655107;None;None
2022-06-14 12:39:35.102779;None;None
2022-06-14 12:39:45.423028;None;None
2022-06-14 12:39:55.899603;None;None
2022-06-14 12:40:06.174156;None;None
2022-06-14 12:40:16.447554;None;None
2022-06-14 12:40:26.649839;None;None
2022-06-14 12:40:37.127291;None;None
2022-06-14 12:40:47.350702;None;None
2022-06-14 12:40:57.828995;None;None
2022-06-14 12:41:08.052159;None;None
2022-06-14 12:41:39.128346;Waterlevel;Klep
"2022-06-14 12:43:01.609719;('G7/+', 0);('G7/+', 0)"
"2022-06-14 12:44:56.328014;('G7/Moisture', 0);None"
"2022-06-14 12:45:06.790305;('G7/Moisture', 0);None"
"2022-06-14 14:16:07.385699;('G7/Moisture', 0);None"
"2022-06-14 14:16:17.637062;('G7/Moisture', 0);None"
2022-06-14 14:16:28.086289;None;None
2022-06-14 14:16:38.398454;None;None
2022-06-14 14:16:48.640639;None;None
2022-06-14 14:16:59.199603;None;None
2022-06-14 14:17:09.637635;None;None
2022-06-14 14:17:19.965917;None;None
2022-06-14 14:17:30.406223;None;None
2022-06-14 14:17:40.608263;None;None
2022-06-14 14:17:51.139731;None;None
2022-06-14 14:18:01.530806;None;None
2022-06-14 14:18:11.890131;None;None
2022-06-14 14:18:22.060323;None;None
2022-06-14 14:18:32.469982;None;None
2022-06-14 14:18:42.812908;None;None
2022-06-14 14:18:53.237766;None;None
2022-06-14 14:19:03.581202;None;None
2022-06-14 14:22:32.123379;None;None
2022-06-14 14:22:42.499959;None;None
2022-06-14 14:22:53.999707;None;None
2022-06-14 14:23:04.281718;None;None
2022-06-14 14:23:14.953488;None;None
2022-06-14 14:23:25.424189;None;None
2022-06-14 14:23:36.486461;None;None
2022-06-14 14:23:47.365606;None;None
2022-06-14 14:23:59.584222;None;None
2022-06-14 14:24:13.765009;None;None
2022-06-14 14:29:33.635442;None;None
2022-06-14 14:29:44.006090;None;None
2022-06-14 14:29:55.594890;None;None
2022-06-14 14:30:06.060836;None;None
2022-06-14 14:30:16.527014;72.9503;None
2022-06-14 14:30:26.824519;73.048;None
2022-06-14 14:31:48.735908;73.048;None
2022-06-14 14:31:48.785710;73.048;0
2022-06-14 14:31:59.013257;38.1842;0
2022-06-14 14:31:59.083881;38.1842;1
2022-06-14 14:32:09.338622;72.9503;1
2022-06-14 14:32:09.392360;72.9503;0
2022-06-14 14:34:47.204888;7.29503;None
2022-06-14 14:34:47.259054;7.29503;1
2022-06-14 14:34:57.621478;3.34966;1
2022-06-14 14:34:57.681753;3.34966;1
2022-06-14 14:35:08.053717;7.29503;1
2022-06-14 14:35:08.116074;7.29503;1
2022-06-14 14:37:34.185411;72.9503;None
2022-06-14 14:37:34.349094;72.9503;0
2022-06-14 14:37:44.497740;72.9503;0
2022-06-14 14:37:44.668838;72.9503;0
2022-06-14 14:37:54.948549;34.3755;0
2022-06-14 14:37:54.994565;34.3755;1
2022-06-14 14:38:05.272508;52.6375;1
2022-06-14 14:38:05.325310;52.6375;0
2022-06-14 14:41:55.260458;31.4458;None
2022-06-14 14:41:55.307487;31.4458;1
2022-06-14 14:42:05.571360;30.8598;1
2022-06-14 14:42:05.627989;30.8598;1
2022-06-14 14:42:15.908237;29.2973;1
2022-06-14 14:42:15.964542;29.2973;1
2022-06-14 14:42:26.310190;29.1997;1
2022-06-14 14:42:26.352344;29.1997;1
2022-06-14 14:42:36.762106;72.5597;None
2022-06-14 14:42:36.823574;72.5597;0
2022-06-14 14:42:46.967450;72.5597;0
2022-06-14 14:42:47.023701;72.5597;0
2022-06-14 14:42:57.212174;72.6574;0
2022-06-14 14:42:57.267421;72.6574;0
2022-06-14 14:43:07.569295;72.6574;0
2022-06-14 14:43:07.622524;72.6574;0
2022-06-14 14:43:17.964463;72.6574;0
2022-06-14 14:43:18.009524;72.6574;0
2022-06-14 14:43:40.669103;72.6574;0
2022-06-14 14:43:40.741052;72.6574;0
2022-06-14 14:43:51.443449;72.6574;0
