"record_id","month","day","year","Temp","City","Country","Latitude","Longitude"
474381,6,1,1853,51.90,"Auckland","New Zealand","36.17S","175.03E"
474382,7,1,1853,52.38,"Auckland","New Zealand","36.17S","175.03E"
474383,8,1,1853,52.85,"Auckland","New Zealand","36.17S","175.03E"
474384,9,1,1853,52.57,"Auckland","New Zealand","36.17S","175.03E"
474385,10,1,1853,54.87,"Auckland","New Zealand","36.17S","175.03E"
474386,11,1,1853,56.68,"Auckland","New Zealand","36.17S","175.03E"
474387,12,1,1853,59.84,"Auckland","New Zealand","36.17S","175.03E"
474388,1,1,1854,64.59,"Auckland","New Zealand","36.17S","175.03E"
474389,2,1,1854,65.37,"Auckland","New Zealand","36.17S","175.03E"
474390,3,1,1854,64.96,"Auckland","New Zealand","36.17S","175.03E"
474391,4,1,1854,59.92,"Auckland","New Zealand","36.17S","175.03E"
474392,5,1,1854,57.50,"Auckland","New Zealand","36.17S","175.03E"
474393,6,1,1854,54.51,"Auckland","New Zealand","36.17S","175.03E"
474394,7,1,1854,53.19,"Auckland","New Zealand","36.17S","175.03E"
474395,8,1,1854,52.80,"Auckland","New Zealand","36.17S","175.03E"
474396,9,1,1854,53.39,"Auckland","New Zealand","36.17S","175.03E"
474397,10,1,1854,54.75,"Auckland","New Zealand","36.17S","175.03E"
474398,11,1,1854,57.31,"Auckland","New Zealand","36.17S","175.03E"
474399,12,1,1854,60.02,"Auckland","New Zealand","36.17S","175.03E"
474400,1,1,1855,63.35,"Auckland","New Zealand","36.17S","175.03E"
474401,2,1,1855,64.34,"Auckland","New Zealand","36.17S","175.03E"
474402,3,1,1855,63.65,"Auckland","New Zealand","36.17S","175.03E"
474403,4,1,1855,61.58,"Auckland","New Zealand","36.17S","175.03E"
474404,5,1,1855,58.00,"Auckland","New Zealand","36.17S","175.03E"
474405,6,1,1855,54.84,"Auckland","New Zealand","36.17S","175.03E"
474406,7,1,1855,53.15,"Auckland","New Zealand","36.17S","175.03E"
474407,8,1,1855,52.30,"Auckland","New Zealand","36.17S","175.03E"
474408,9,1,1855,52.61,"Auckland","New Zealand","36.17S","175.03E"
474409,10,1,1855,57.40,"Auckland","New Zealand","36.17S","175.03E"
474410,11,1,1855,58.15,"Auckland","New Zealand","36.17S","175.03E"
474411,12,1,1855,60.92,"Auckland","New Zealand","36.17S","175.03E"
474412,1,1,1856,61.84,"Auckland","New Zealand","36.17S","175.03E"
474413,2,1,1856,62.03,"Auckland","New Zealand","36.17S","175.03E"
474414,3,1,1856,62.12,"Auckland","New Zealand","36.17S","175.03E"
474415,4,1,1856,59.80,"Auckland","New Zealand","36.17S","175.03E"
474417,6,1,1856,53.26,"Auckland","New Zealand","36.17S","175.03E"
474418,7,1,1856,50.93,"Auckland","New Zealand","36.17S","175.03E"
474419,8,1,1856,51.55,"Auckland","New Zealand","36.17S","175.03E"
474420,9,1,1856,52.84,"Auckland","New Zealand","36.17S","175.03E"
474421,10,1,1856,53.90,"Auckland","New Zealand","36.17S","175.03E"
474422,11,1,1856,55.58,"Auckland","New Zealand","36.17S","175.03E"
474423,12,1,1856,63.74,"Auckland","New Zealand","36.17S","175.03E"
474424,1,1,1857,63.56,"Auckland","New Zealand","36.17S","175.03E"
474425,2,1,1857,63.11,"Auckland","New Zealand","36.17S","175.03E"
474426,3,1,1857,62.14,"Auckland","New Zealand","36.17S","175.03E"
474427,4,1,1857,58.56,"Auckland","New Zealand","36.17S","175.03E"
474428,5,1,1857,53.80,"Auckland","New Zealand","36.17S","175.03E"
474429,6,1,1857,52.95,"Auckland","New Zealand","36.17S","175.03E"
474430,7,1,1857,52.66,"Auckland","New Zealand","36.17S","175.03E"
474431,8,1,1857,52.33,"Auckland","New Zealand","36.17S","175.03E"
474432,9,1,1857,53.33,"Auckland","New Zealand","36.17S","175.03E"
474433,10,1,1857,53.98,"Auckland","New Zealand","36.17S","175.03E"
474434,11,1,1857,56.46,"Auckland","New Zealand","36.17S","175.03E"
474435,12,1,1857,59.56,"Auckland","New Zealand","36.17S","175.03E"
474436,1,1,1858,61.05,"Auckland","New Zealand","36.17S","175.03E"
474437,2,1,1858,63.34,"Auckland","New Zealand","36.17S","175.03E"
474438,3,1,1858,62.80,"Auckland","New Zealand","36.17S","175.03E"
474439,4,1,1858,57.57,"Auckland","New Zealand","36.17S","175.03E"
474440,5,1,1858,55.04,"Auckland","New Zealand","36.17S","175.03E"
474441,6,1,1858,53.40,"Auckland","New Zealand","36.17S","175.03E"
474442,7,1,1858,51.04,"Auckland","New Zealand","36.17S","175.03E"
474443,8,1,1858,52.41,"Auckland","New Zealand","36.17S","175.03E"
474444,9,1,1858,53.53,"Auckland","New Zealand","36.17S","175.03E"
474445,10,1,1858,54.60,"Auckland","New Zealand","36.17S","175.03E"
474446,11,1,1858,57.25,"Auckland","New Zealand","36.17S","175.03E"
474447,12,1,1858,62.27,"Auckland","New Zealand","36.17S","175.03E"
474448,1,1,1859,64.58,"Auckland","New Zealand","36.17S","175.03E"
474449,2,1,1859,65.47,"Auckland","New Zealand","36.17S","175.03E"
474450,3,1,1859,63.07,"Auckland","New Zealand","36.17S","175.03E"
474451,4,1,1859,61.01,"Auckland","New Zealand","36.17S","175.03E"
474452,5,1,1859,57.40,"Auckland","New Zealand","36.17S","175.03E"
474454,7,1,1859,52.70,"Auckland","New Zealand","36.17S","175.03E"
474455,8,1,1859,51.89,"Auckland","New Zealand","36.17S","175.03E"
474456,9,1,1859,52.32,"Auckland","New Zealand","36.17S","175.03E"
474457,10,1,1859,57.31,"Auckland","New Zealand","36.17S","175.03E"
474458,11,1,1859,58.59,"Auckland","New Zealand","36.17S","175.03E"
474459,12,1,1859,61.41,"Auckland","New Zealand","36.17S","175.03E"
474460,1,1,1860,65.23,"Auckland","New Zealand","36.17S","175.03E"
474461,2,1,1860,65.80,"Auckland","New Zealand","36.17S","175.03E"
474462,3,1,1860,63.70,"Auckland","New Zealand","36.17S","175.03E"
474463,4,1,1860,62.10,"Auckland","New Zealand","36.17S","175.03E"
474464,5,1,1860,58.31,"Auckland","New Zealand","36.17S","175.03E"
474465,6,1,1860,55.33,"Auckland","New Zealand","36.17S","175.03E"
474466,7,1,1860,52.60,"Auckland","New Zealand","36.17S","175.03E"
474467,8,1,1860,51.46,"Auckland","New Zealand","36.17S","175.03E"
474468,9,1,1860,52.98,"Auckland","New Zealand","36.17S","175.03E"
474469,10,1,1860,55.79,"Auckland","New Zealand","36.17S","175.03E"
474470,11,1,1860,60.08,"Auckland","New Zealand","36.17S","175.03E"
474471,12,1,1860,64.96,"Auckland","New Zealand","36.17S","175.03E"
474472,1,1,1861,63.97,"Auckland","New Zealand","36.17S","175.03E"
474473,2,1,1861,68.98,"Auckland","New Zealand","36.17S","175.03E"
474474,3,1,1861,65.60,"Auckland","New Zealand","36.17S","175.03E"
474475,4,1,1861,63.05,"Auckland","New Zealand","36.17S","175.03E"
474476,5,1,1861,60.33,"Auckland","New Zealand","36.17S","175.03E"
474477,6,1,1861,57.73,"Auckland","New Zealand","36.17S","175.03E"
474478,7,1,1861,54.61,"Auckland","New Zealand","36.17S","175.03E"
474479,8,1,1861,52.35,"Auckland","New Zealand","36.17S","175.03E"
474480,9,1,1861,55.28,"Auckland","New Zealand","36.17S","175.03E"
474481,10,1,1861,58.37,"Auckland","New Zealand","36.17S","175.03E"
474482,11,1,1861,60.65,"Auckland","New Zealand","36.17S","175.03E"
474485,2,1,1862,68.43,"Auckland","New Zealand","36.17S","175.03E"
474486,3,1,1862,65.91,"Auckland","New Zealand","36.17S","175.03E"
474487,4,1,1862,62.05,"Auckland","New Zealand","36.17S","175.03E"
474488,5,1,1862,57.54,"Auckland","New Zealand","36.17S","175.03E"
474489,6,1,1862,54.35,"Auckland","New Zealand","36.17S","175.03E"
474490,7,1,1862,54.47,"Auckland","New Zealand","36.17S","175.03E"
474491,8,1,1862,53.51,"Auckland","New Zealand","36.17S","175.03E"
474492,9,1,1862,56.05,"Auckland","New Zealand","36.17S","175.03E"
474493,10,1,1862,55.99,"Auckland","New Zealand","36.17S","175.03E"
474494,11,1,1862,60.69,"Auckland","New Zealand","36.17S","175.03E"
474495,12,1,1862,62.29,"Auckland","New Zealand","36.17S","175.03E"
474496,1,1,1863,65.94,"Auckland","New Zealand","36.17S","175.03E"
474497,2,1,1863,64.25,"Auckland","New Zealand","36.17S","175.03E"
474498,3,1,1863,63.64,"Auckland","New Zealand","36.17S","175.03E"
474499,4,1,1863,58.66,"Auckland","New Zealand","36.17S","175.03E"
474500,5,1,1863,57.04,"Auckland","New Zealand","36.17S","175.03E"
474501,6,1,1863,54.11,"Auckland","New Zealand","36.17S","175.03E"
474502,7,1,1863,52.73,"Auckland","New Zealand","36.17S","175.03E"
474503,8,1,1863,50.96,"Auckland","New Zealand","36.17S","175.03E"
474504,9,1,1863,51.99,"Auckland","New Zealand","36.17S","175.03E"
474505,10,1,1863,55.14,"Auckland","New Zealand","36.17S","175.03E"
474506,11,1,1863,55.32,"Auckland","New Zealand","36.17S","175.03E"
474507,12,1,1863,59.75,"Auckland","New Zealand","36.17S","175.03E"
474508,1,1,1864,67.32,"Auckland","New Zealand","36.17S","175.03E"
474509,2,1,1864,68.07,"Auckland","New Zealand","36.17S","175.03E"
474510,3,1,1864,64.05,"Auckland","New Zealand","36.17S","175.03E"
474511,4,1,1864,63.07,"Auckland","New Zealand","36.17S","175.03E"
474512,5,1,1864,58.01,"Auckland","New Zealand","36.17S","175.03E"
474513,6,1,1864,55.06,"Auckland","New Zealand","36.17S","175.03E"
474514,7,1,1864,55.41,"Auckland","New Zealand","36.17S","175.03E"
474515,8,1,1864,50.71,"Auckland","New Zealand","36.17S","175.03E"
474516,9,1,1864,55.90,"Auckland","New Zealand","36.17S","175.03E"
474517,10,1,1864,58.33,"Auckland","New Zealand","36.17S","175.03E"
474518,11,1,1864,61.82,"Auckland","New Zealand","36.17S","175.03E"
474519,12,1,1864,66.35,"Auckland","New Zealand","36.17S","175.03E"
474520,1,1,1865,66.83,"Auckland","New Zealand","36.17S","175.03E"
474521,2,1,1865,67.59,"Auckland","New Zealand","36.17S","175.03E"
474522,3,1,1865,65.37,"Auckland","New Zealand","36.17S","175.03E"
474523,4,1,1865,61.65,"Auckland","New Zealand","36.17S","175.03E"
474524,5,1,1865,56.86,"Auckland","New Zealand","36.17S","175.03E"
474525,6,1,1865,53.85,"Auckland","New Zealand","36.17S","175.03E"
474526,7,1,1865,52.38,"Auckland","New Zealand","36.17S","175.03E"
474527,8,1,1865,52.12,"Auckland","New Zealand","36.17S","175.03E"
474528,9,1,1865,54.15,"Auckland","New Zealand","36.17S","175.03E"
474529,10,1,1865,55.02,"Auckland","New Zealand","36.17S","175.03E"
474530,11,1,1865,59.46,"Auckland","New Zealand","36.17S","175.03E"
474531,12,1,1865,61.88,"Auckland","New Zealand","36.17S","175.03E"
474532,1,1,1866,66.35,"Auckland","New Zealand","36.17S","175.03E"
474533,2,1,1866,68.84,"Auckland","New Zealand","36.17S","175.03E"
474534,3,1,1866,66.16,"Auckland","New Zealand","36.17S","175.03E"
474535,4,1,1866,61.57,"Auckland","New Zealand","36.17S","175.03E"
474536,5,1,1866,57.81,"Auckland","New Zealand","36.17S","175.03E"
474537,6,1,1866,53.70,"Auckland","New Zealand","36.17S","175.03E"
474538,7,1,1866,54.56,"Auckland","New Zealand","36.17S","175.03E"
474539,8,1,1866,54.68,"Auckland","New Zealand","36.17S","175.03E"
474540,9,1,1866,56.77,"Auckland","New Zealand","36.17S","175.03E"
474541,10,1,1866,59.32,"Auckland","New Zealand","36.17S","175.03E"
474542,11,1,1866,63.30,"Auckland","New Zealand","36.17S","175.03E"
474543,12,1,1866,66.19,"Auckland","New Zealand","36.17S","175.03E"
474544,1,1,1867,68.50,"Auckland","New Zealand","36.17S","175.03E"
474545,2,1,1867,66.99,"Auckland","New Zealand","36.17S","175.03E"
474546,3,1,1867,64.50,"Auckland","New Zealand","36.17S","175.03E"
474547,4,1,1867,62.79,"Auckland","New Zealand","36.17S","175.03E"
474548,5,1,1867,57.49,"Auckland","New Zealand","36.17S","175.03E"
474549,6,1,1867,52.94,"Auckland","New Zealand","36.17S","175.03E"
474550,7,1,1867,54.69,"Auckland","New Zealand","36.17S","175.03E"
474551,8,1,1867,52.83,"Auckland","New Zealand","36.17S","175.03E"
474552,9,1,1867,55.57,"Auckland","New Zealand","36.17S","175.03E"
474553,10,1,1867,57.20,"Auckland","New Zealand","36.17S","175.03E"
474554,11,1,1867,57.33,"Auckland","New Zealand","36.17S","175.03E"
474555,12,1,1867,63.04,"Auckland","New Zealand","36.17S","175.03E"
474556,1,1,1868,63.70,"Auckland","New Zealand","36.17S","175.03E"
474557,2,1,1868,62.97,"Auckland","New Zealand","36.17S","175.03E"
474558,3,1,1868,63.31,"Auckland","New Zealand","36.17S","175.03E"
474559,4,1,1868,60.27,"Auckland","New Zealand","36.17S","175.03E"
474560,5,1,1868,56.89,"Auckland","New Zealand","36.17S","175.03E"
474561,6,1,1868,54.00,"Auckland","New Zealand","36.17S","175.03E"
474562,7,1,1868,53.59,"Auckland","New Zealand","36.17S","175.03E"
474563,8,1,1868,52.05,"Auckland","New Zealand","36.17S","175.03E"
474564,9,1,1868,53.70,"Auckland","New Zealand","36.17S","175.03E"
474565,10,1,1868,55.31,"Auckland","New Zealand","36.17S","175.03E"
474566,11,1,1868,58.51,"Auckland","New Zealand","36.17S","175.03E"
474567,12,1,1868,60.78,"Auckland","New Zealand","36.17S","175.03E"
474568,1,1,1869,64.77,"Auckland","New Zealand","36.17S","175.03E"
474569,2,1,1869,65.10,"Auckland","New Zealand","36.17S","175.03E"
474570,3,1,1869,63.26,"Auckland","New Zealand","36.17S","175.03E"
474571,4,1,1869,61.12,"Auckland","New Zealand","36.17S","175.03E"
474572,5,1,1869,56.66,"Auckland","New Zealand","36.17S","175.03E"
474573,6,1,1869,54.82,"Auckland","New Zealand","36.17S","175.03E"
474574,7,1,1869,51.44,"Auckland","New Zealand","36.17S","175.03E"
474575,8,1,1869,52.91,"Auckland","New Zealand","36.17S","175.03E"
474576,9,1,1869,53.85,"Auckland","New Zealand","36.17S","175.03E"
474577,10,1,1869,55.98,"Auckland","New Zealand","36.17S","175.03E"
474578,11,1,1869,59.43,"Auckland","New Zealand","36.17S","175.03E"
474579,12,1,1869,62.99,"Auckland","New Zealand","36.17S","175.03E"
474580,1,1,1870,65.37,"Auckland","New Zealand","36.17S","175.03E"
474581,2,1,1870,65.91,"Auckland","New Zealand","36.17S","175.03E"
474582,3,1,1870,64.38,"Auckland","New Zealand","36.17S","175.03E"
474583,4,1,1870,60.02,"Auckland","New Zealand","36.17S","175.03E"
474584,5,1,1870,57.79,"Auckland","New Zealand","36.17S","175.03E"
474585,6,1,1870,56.19,"Auckland","New Zealand","36.17S","175.03E"
474586,7,1,1870,53.30,"Auckland","New Zealand","36.17S","175.03E"
474587,8,1,1870,52.90,"Auckland","New Zealand","36.17S","175.03E"
474588,9,1,1870,54.11,"Auckland","New Zealand","36.17S","175.03E"
474589,10,1,1870,57.07,"Auckland","New Zealand","36.17S","175.03E"
474590,11,1,1870,61.14,"Auckland","New Zealand","36.17S","175.03E"
474591,12,1,1870,59.16,"Auckland","New Zealand","36.17S","175.03E"
474592,1,1,1871,62.91,"Auckland","New Zealand","36.17S","175.03E"
474593,2,1,1871,64.00,"Auckland","New Zealand","36.17S","175.03E"
474594,3,1,1871,63.33,"Auckland","New Zealand","36.17S","175.03E"
474595,4,1,1871,59.66,"Auckland","New Zealand","36.17S","175.03E"
474596,5,1,1871,58.21,"Auckland","New Zealand","36.17S","175.03E"
474597,6,1,1871,54.77,"Auckland","New Zealand","36.17S","175.03E"
474598,7,1,1871,54.17,"Auckland","New Zealand","36.17S","175.03E"
474599,8,1,1871,52.55,"Auckland","New Zealand","36.17S","175.03E"
474600,9,1,1871,53.07,"Auckland","New Zealand","36.17S","175.03E"
474602,11,1,1871,58.57,"Auckland","New Zealand","36.17S","175.03E"
474603,12,1,1871,61.39,"Auckland","New Zealand","36.17S","175.03E"
474604,1,1,1872,66.48,"Auckland","New Zealand","36.17S","175.03E"
474605,2,1,1872,68.02,"Auckland","New Zealand","36.17S","175.03E"
474606,3,1,1872,64.16,"Auckland","New Zealand","36.17S","175.03E"
474607,4,1,1872,61.98,"Auckland","New Zealand","36.17S","175.03E"
474608,5,1,1872,59.27,"Auckland","New Zealand","36.17S","175.03E"
474609,6,1,1872,55.18,"Auckland","New Zealand","36.17S","175.03E"
474610,7,1,1872,54.00,"Auckland","New Zealand","36.17S","175.03E"
474611,8,1,1872,51.97,"Auckland","New Zealand","36.17S","175.03E"
474612,9,1,1872,54.72,"Auckland","New Zealand","36.17S","175.03E"
474613,10,1,1872,55.32,"Auckland","New Zealand","36.17S","175.03E"
474614,11,1,1872,60.12,"Auckland","New Zealand","36.17S","175.03E"
474615,12,1,1872,65.62,"Auckland","New Zealand","36.17S","175.03E"
474616,1,1,1873,64.20,"Auckland","New Zealand","36.17S","175.03E"
474617,2,1,1873,64.69,"Auckland","New Zealand","36.17S","175.03E"
474618,3,1,1873,64.92,"Auckland","New Zealand","36.17S","175.03E"
474619,4,1,1873,60.16,"Auckland","New Zealand","36.17S","175.03E"
474620,5,1,1873,58.35,"Auckland","New Zealand","36.17S","175.03E"
474621,6,1,1873,55.47,"Auckland","New Zealand","36.17S","175.03E"
474622,7,1,1873,52.62,"Auckland","New Zealand","36.17S","175.03E"
474623,8,1,1873,53.36,"Auckland","New Zealand","36.17S","175.03E"
474624,9,1,1873,54.20,"Auckland","New Zealand","36.17S","175.03E"
474625,10,1,1873,56.38,"Auckland","New Zealand","36.17S","175.03E"
474626,11,1,1873,59.36,"Auckland","New Zealand","36.17S","175.03E"
474627,12,1,1873,63.90,"Auckland","New Zealand","36.17S","175.03E"
474628,1,1,1874,66.32,"Auckland","New Zealand","36.17S","175.03E"
474629,2,1,1874,66.30,"Auckland","New Zealand","36.17S","175.03E"
474630,3,1,1874,65.32,"Auckland","New Zealand","36.17S","175.03E"
474631,4,1,1874,61.04,"Auckland","New Zealand","36.17S","175.03E"
474632,5,1,1874,57.81,"Auckland","New Zealand","36.17S","175.03E"
474633,6,1,1874,54.15,"Auckland","New Zealand","36.17S","175.03E"
474634,7,1,1874,52.19,"Auckland","New Zealand","36.17S","175.03E"
474635,8,1,1874,53.79,"Auckland","New Zealand","36.17S","175.03E"
474636,9,1,1874,54.92,"Auckland","New Zealand","36.17S","175.03E"
474637,10,1,1874,54.96,"Auckland","New Zealand","36.17S","175.03E"
474638,11,1,1874,59.02,"Auckland","New Zealand","36.17S","175.03E"
474639,12,1,1874,61.88,"Auckland","New Zealand","36.17S","175.03E"
474640,1,1,1875,64.58,"Auckland","New Zealand","36.17S","175.03E"
474641,2,1,1875,66.90,"Auckland","New Zealand","36.17S","175.03E"
474642,3,1,1875,64.32,"Auckland","New Zealand","36.17S","175.03E"
474643,4,1,1875,63.25,"Auckland","New Zealand","36.17S","175.03E"
474644,5,1,1875,58.19,"Auckland","New Zealand","36.17S","175.03E"
474645,6,1,1875,55.28,"Auckland","New Zealand","36.17S","175.03E"
474646,7,1,1875,54.35,"Auckland","New Zealand","36.17S","175.03E"
474647,8,1,1875,52.30,"Auckland","New Zealand","36.17S","175.03E"
474648,9,1,1875,52.78,"Auckland","New Zealand","36.17S","175.03E"
474649,10,1,1875,55.82,"Auckland","New Zealand","36.17S","175.03E"
474650,11,1,1875,57.79,"Auckland","New Zealand","36.17S","175.03E"
474651,12,1,1875,63.66,"Auckland","New Zealand","36.17S","175.03E"
474652,1,1,1876,65.36,"Auckland","New Zealand","36.17S","175.03E"
474653,2,1,1876,66.19,"Auckland","New Zealand","36.17S","175.03E"
474654,3,1,1876,65.53,"Auckland","New Zealand","36.17S","175.03E"
474655,4,1,1876,61.93,"Auckland","New Zealand","36.17S","175.03E"
474656,5,1,1876,58.28,"Auckland","New Zealand","36.17S","175.03E"
474657,6,1,1876,55.05,"Auckland","New Zealand","36.17S","175.03E"
474658,7,1,1876,53.90,"Auckland","New Zealand","36.17S","175.03E"
474659,8,1,1876,53.22,"Auckland","New Zealand","36.17S","175.03E"
474660,9,1,1876,54.55,"Auckland","New Zealand","36.17S","175.03E"
474661,10,1,1876,58.47,"Auckland","New Zealand","36.17S","175.03E"
474662,11,1,1876,60.83,"Auckland","New Zealand","36.17S","175.03E"
474663,12,1,1876,61.75,"Auckland","New Zealand","36.17S","175.03E"
474664,1,1,1877,64.56,"Auckland","New Zealand","36.17S","175.03E"
474665,2,1,1877,65.49,"Auckland","New Zealand","36.17S","175.03E"
474666,3,1,1877,64.97,"Auckland","New Zealand","36.17S","175.03E"
474667,4,1,1877,59.93,"Auckland","New Zealand","36.17S","175.03E"
474668,5,1,1877,56.60,"Auckland","New Zealand","36.17S","175.03E"
474669,6,1,1877,54.22,"Auckland","New Zealand","36.17S","175.03E"
474670,7,1,1877,51.70,"Auckland","New Zealand","36.17S","175.03E"
474671,8,1,1877,53.07,"Auckland","New Zealand","36.17S","175.03E"
474672,9,1,1877,53.44,"Auckland","New Zealand","36.17S","175.03E"
474673,10,1,1877,56.59,"Auckland","New Zealand","36.17S","175.03E"
474674,11,1,1877,59.77,"Auckland","New Zealand","36.17S","175.03E"
474675,12,1,1877,61.88,"Auckland","New Zealand","36.17S","175.03E"
474676,1,1,1878,62.42,"Auckland","New Zealand","36.17S","175.03E"
474677,2,1,1878,63.17,"Auckland","New Zealand","36.17S","175.03E"
474678,3,1,1878,64.07,"Auckland","New Zealand","36.17S","175.03E"
474679,4,1,1878,62.18,"Auckland","New Zealand","36.17S","175.03E"
474680,5,1,1878,56.13,"Auckland","New Zealand","36.17S","175.03E"
474681,6,1,1878,55.43,"Auckland","New Zealand","36.17S","175.03E"
474682,7,1,1878,52.44,"Auckland","New Zealand","36.17S","175.03E"
474683,8,1,1878,51.70,"Auckland","New Zealand","36.17S","175.03E"
474684,9,1,1878,56.05,"Auckland","New Zealand","36.17S","175.03E"
474685,10,1,1878,56.23,"Auckland","New Zealand","36.17S","175.03E"
474686,11,1,1878,60.31,"Auckland","New Zealand","36.17S","175.03E"
474687,12,1,1878,64.84,"Auckland","New Zealand","36.17S","175.03E"
474688,1,1,1879,64.22,"Auckland","New Zealand","36.17S","175.03E"
474689,2,1,1879,63.40,"Auckland","New Zealand","36.17S","175.03E"
474690,3,1,1879,64.64,"Auckland","New Zealand","36.17S","175.03E"
474691,4,1,1879,58.93,"Auckland","New Zealand","36.17S","175.03E"
474692,5,1,1879,58.89,"Auckland","New Zealand","36.17S","175.03E"
474693,6,1,1879,54.28,"Auckland","New Zealand","36.17S","175.03E"
474694,7,1,1879,52.45,"Auckland","New Zealand","36.17S","175.03E"
474695,8,1,1879,52.38,"Auckland","New Zealand","36.17S","175.03E"
474696,9,1,1879,55.89,"Auckland","New Zealand","36.17S","175.03E"
474697,10,1,1879,56.20,"Auckland","New Zealand","36.17S","175.03E"
474698,11,1,1879,60.58,"Auckland","New Zealand","36.17S","175.03E"
474699,12,1,1879,62.81,"Auckland","New Zealand","36.17S","175.03E"
474700,1,1,1880,65.15,"Auckland","New Zealand","36.17S","175.03E"
474701,2,1,1880,67.45,"Auckland","New Zealand","36.17S","175.03E"
474702,3,1,1880,65.84,"Auckland","New Zealand","36.17S","175.03E"
474703,4,1,1880,62.52,"Auckland","New Zealand","36.17S","175.03E"
474704,5,1,1880,58.96,"Auckland","New Zealand","36.17S","175.03E"
474705,6,1,1880,54.14,"Auckland","New Zealand","36.17S","175.03E"
474706,7,1,1880,53.44,"Auckland","New Zealand","36.17S","175.03E"
474707,8,1,1880,52.98,"Auckland","New Zealand","36.17S","175.03E"
474708,9,1,1880,55.67,"Auckland","New Zealand","36.17S","175.03E"
474709,10,1,1880,56.37,"Auckland","New Zealand","36.17S","175.03E"
474710,11,1,1880,60.29,"Auckland","New Zealand","36.17S","175.03E"
474711,12,1,1880,61.88,"Auckland","New Zealand","36.17S","175.03E"
474712,1,1,1881,62.83,"Auckland","New Zealand","36.17S","175.03E"
474713,2,1,1881,66.50,"Auckland","New Zealand","36.17S","175.03E"
474714,3,1,1881,65.12,"Auckland","New Zealand","36.17S","175.03E"
474715,4,1,1881,62.38,"Auckland","New Zealand","36.17S","175.03E"
474716,5,1,1881,58.10,"Auckland","New Zealand","36.17S","175.03E"
474717,6,1,1881,55.72,"Auckland","New Zealand","36.17S","175.03E"
474718,7,1,1881,53.73,"Auckland","New Zealand","36.17S","175.03E"
474719,8,1,1881,53.54,"Auckland","New Zealand","36.17S","175.03E"
474720,9,1,1881,54.71,"Auckland","New Zealand","36.17S","175.03E"
474721,10,1,1881,56.41,"Auckland","New Zealand","36.17S","175.03E"
474722,11,1,1881,59.90,"Auckland","New Zealand","36.17S","175.03E"
474723,12,1,1881,61.33,"Auckland","New Zealand","36.17S","175.03E"
474724,1,1,1882,63.95,"Auckland","New Zealand","36.17S","175.03E"
474725,2,1,1882,64.00,"Auckland","New Zealand","36.17S","175.03E"
474726,3,1,1882,65.88,"Auckland","New Zealand","36.17S","175.03E"
474727,4,1,1882,62.33,"Auckland","New Zealand","36.17S","175.03E"
474728,5,1,1882,56.93,"Auckland","New Zealand","36.17S","175.03E"
474729,6,1,1882,55.77,"Auckland","New Zealand","36.17S","175.03E"
474730,7,1,1882,53.23,"Auckland","New Zealand","36.17S","175.03E"
474732,9,1,1882,55.32,"Auckland","New Zealand","36.17S","175.03E"
474733,10,1,1882,55.23,"Auckland","New Zealand","36.17S","175.03E"
474734,11,1,1882,57.99,"Auckland","New Zealand","36.17S","175.03E"
474735,12,1,1882,63.07,"Auckland","New Zealand","36.17S","175.03E"
474736,1,1,1883,66.49,"Auckland","New Zealand","36.17S","175.03E"
474737,2,1,1883,67.56,"Auckland","New Zealand","36.17S","175.03E"
474738,3,1,1883,66.00,"Auckland","New Zealand","36.17S","175.03E"
474739,4,1,1883,59.76,"Auckland","New Zealand","36.17S","175.03E"
474740,5,1,1883,57.57,"Auckland","New Zealand","36.17S","175.03E"
474741,6,1,1883,54.70,"Auckland","New Zealand","36.17S","175.03E"
474742,7,1,1883,53.18,"Auckland","New Zealand","36.17S","175.03E"
474743,8,1,1883,52.31,"Auckland","New Zealand","36.17S","175.03E"
474744,9,1,1883,53.46,"Auckland","New Zealand","36.17S","175.03E"
474745,10,1,1883,55.04,"Auckland","New Zealand","36.17S","175.03E"
474746,11,1,1883,57.39,"Auckland","New Zealand","36.17S","175.03E"
474747,12,1,1883,60.17,"Auckland","New Zealand","36.17S","175.03E"
474748,1,1,1884,60.39,"Auckland","New Zealand","36.17S","175.03E"
474749,2,1,1884,62.19,"Auckland","New Zealand","36.17S","175.03E"
474750,3,1,1884,62.29,"Auckland","New Zealand","36.17S","175.03E"
474751,4,1,1884,59.00,"Auckland","New Zealand","36.17S","175.03E"
474752,5,1,1884,55.11,"Auckland","New Zealand","36.17S","175.03E"
474753,6,1,1884,54.23,"Auckland","New Zealand","36.17S","175.03E"
474754,7,1,1884,52.96,"Auckland","New Zealand","36.17S","175.03E"
474755,8,1,1884,53.83,"Auckland","New Zealand","36.17S","175.03E"
474756,9,1,1884,54.16,"Auckland","New Zealand","36.17S","175.03E"
474757,10,1,1884,55.61,"Auckland","New Zealand","36.17S","175.03E"
474758,11,1,1884,57.07,"Auckland","New Zealand","36.17S","175.03E"
474759,12,1,1884,60.62,"Auckland","New Zealand","36.17S","175.03E"
474760,1,1,1885,62.44,"Auckland","New Zealand","36.17S","175.03E"
474761,2,1,1885,64.72,"Auckland","New Zealand","36.17S","175.03E"
474762,3,1,1885,63.32,"Auckland","New Zealand","36.17S","175.03E"
474763,4,1,1885,59.34,"Auckland","New Zealand","36.17S","175.03E"
